Pro,UL,Dock,Ship,Pcs,Wgt,ULTrlr,ULDoor,UnloadTS,UnLoadDOW,LoadInterval,Org,UnloadDate,UnloadTime
3241289907,U,IB,1,2,508,310180,116,"43,415.76",1,18:00,324,11/11/2018,18:21:00
3241289916,U,IB,1,2,670,530084,122,"43,421.04",7,0:00,324,11/17/2018,0:54:00
3241289925,U,IB,1,5,2340,530084,122,"43,421.03",7,0:00,324,11/17/2018,0:50:00
324128998X,U,IB,1,14,5655,530084,166,"43,422.00",7,23:00,324,11/17/2018,23:59:00
3241914642,U,IB,1,6,4285,530781,113,"43,419.94",5,22:00,324,11/15/2018,22:30:00
3242146477,U,IB,1,4,1254,530433,114,"43,405.85",5,20:00,324,11/1/2018,20:20:00
3243757427,U,IB,1,2,1151,430210,114,"43,405.76",5,18:00,324,11/1/2018,18:19:00
3243757454,U,IB,1,2,1725,530433,112,"43,406.89",6,21:00,324,11/2/2018,21:27:00
3245617619,U,IB,1,4,2175,537665,102,"43,412.73",5,17:00,324,11/8/2018,17:37:00
324562761X,U,IB,1,4,2175,537665,102,"43,412.66",5,15:00,324,11/8/2018,15:55:00
3245627638,U,IB,1,8,5389,537665,102,"43,412.73",5,17:00,324,11/8/2018,17:33:00
3246375766,U,IB,1,2,532,311239,116,"43,410.84",3,20:00,324,11/6/2018,20:10:00
3246375775,U,IB,1,2,1220,311239,116,"43,410.81",3,19:00,324,11/6/2018,19:25:00
3246375784,U,IB,1,2,963,430180,102,"43,413.75",6,17:00,324,11/9/2018,17:57:00
3246419454,U,OB,1,3,764,558874,78,"43,397.85",4,20:00,324,10/24/2018,20:19:00
3246419463,U,CTY,1,2,525,131350,169,"43,410.78",3,18:00,324,11/6/2018,18:40:00
3246419472,U,IB,1,1,1021,530977,166,"43,418.87",4,20:00,324,11/14/2018,20:47:00
3246421764,U,IB,1,1,430,558722,115,"43,404.00",4,0:00,324,10/31/2018,0:07:00
324721931X,U,IB,1,7,2395,821347,158,"43,403.02",3,0:00,324,10/30/2018,0:23:00
3247219338,U,IB,1,1,200,821347,158,"43,402.99",2,23:00,324,10/29/2018,23:48:00
3247219347,U,IB,1,2,330,820678,115,"43,406.87",6,20:00,324,11/2/2018,20:57:00
3247219356,U,IB,1,10,3125,820678,115,"43,406.89",6,21:00,324,11/2/2018,21:24:00
3247219365,U,IB,1,35,91,821070,124,"43,414.01",7,0:00,324,11/10/2018,0:21:00
3247264328,U,IB,1,1,195,903812,122,"43,398.06",5,1:00,324,10/25/2018,1:30:00
3247264337,U,IB,1,4,2735,310734,137,"43,410.83",3,19:00,324,11/6/2018,19:52:00
3247265529,U,IB,1,4,3540,559938,118,"43,417.13",3,3:00,324,11/13/2018,3:14:00
3247265538,U,IB,1,3,3569,430563,128,"43,419.86",5,20:00,324,11/15/2018,20:36:00
3247265547,U,IB,1,1,500,530977,130,"43,421.19",7,4:00,324,11/17/2018,4:33:00
3247271258,U,IB,1,3,2230,430563,128,"43,419.85",5,20:00,324,11/15/2018,20:27:00
3247287693,U,IB,1,7,4005,903812,122,"43,398.03",5,0:00,324,10/25/2018,0:40:00
3247287702,U,IB,1,5,3305,903812,122,"43,398.07",5,1:00,324,10/25/2018,1:40:00
3247287711,U,IB,1,2,2048,903812,122,"43,398.04",5,0:00,324,10/25/2018,0:57:00
3247287720,U,IB,1,6,4780,530433,160,"43,404.89",4,21:00,324,10/31/2018,21:21:00
324728773X,U,IB,1,4,2845,530433,114,"43,405.87",5,20:00,324,11/1/2018,20:55:00
3247287749,U,IB,1,1,880,820951,158,"43,406.84",6,20:00,324,11/2/2018,20:10:00
3247287767,U,IB,1,5,3400,559938,118,"43,417.13",3,3:00,324,11/13/2018,3:02:00
3247287776,U,IB,1,2,665,559938,118,"43,417.12",3,2:00,324,11/13/2018,2:50:00
3247287785,U,IB,1,4,2950,430563,128,"43,419.85",5,20:00,324,11/15/2018,20:18:00
3247287794,U,IB,1,1,219,530977,130,"43,421.20",7,4:00,324,11/17/2018,4:45:00
3247392211,U,IB,1,1,203,560535,153,"43,408.02",1,0:00,324,11/4/2018,0:28:00
3248149819,U,IB,1,1,226,558722,115,"43,404.03",4,0:00,324,10/31/2018,0:36:00
3248204929,U,IB,1,7,3780,430180,102,"43,413.71",6,17:00,324,11/9/2018,17:04:00
3248582797,U,CTY,1,2,800,139460,172,"43,399.86",6,20:00,324,10/26/2018,20:37:00
3248582815,U,IB,1,3,1855,138088,157,"43,417.94",3,22:00,324,11/13/2018,22:37:00
3248653801,U,IB,1,3,1764,127836,159,"43,419.89",5,21:00,324,11/15/2018,21:26:00
3248653810,U,IB,1,1,145,127836,159,"43,419.90",5,21:00,324,11/15/2018,21:31:00
3248831718,U,IB,1,6,1835,560539,129,"43,396.06",3,1:00,324,10/23/2018,1:24:00
3248831727,U,OB,1,4,11088,311126,24,"43,403.01",3,0:00,324,10/30/2018,0:11:00
3248831736,U,OB,1,6,1650,310702,13,"43,410.13",3,3:00,324,11/6/2018,3:03:00
3249539842,U,IB,1,2,1190,558518,122,"43,411.31",4,7:00,324,11/7/2018,7:29:00
3249539851,U,IB,1,1,1835,558518,122,"43,411.31",4,7:00,324,11/7/2018,7:33:00
3249539860,U,IB,1,1,316,278819,126,"43,412.01",5,0:00,324,11/8/2018,0:09:00
324953987X,U,OB,1,1,685,560725,83,"43,419.88",5,21:00,324,11/15/2018,21:08:00
3353774852,U,OB,1,1,173,279095,79,"43,406.35",6,8:00,303,11/2/2018,8:22:00
3404221791,U,OB,1,6,5390,125058,70,"43,413.67",6,16:00,304,11/9/2018,16:09:00
3405104817,U,OB,1,5,415,135815,62,"43,398.82",5,19:00,304,10/25/2018,19:41:00
3405104954,U,IB,1,1,180,136542,153,"43,399.41",6,9:00,304,10/26/2018,9:53:00
3408369350,U,IB,1,2,1652,R621810773,100,"43,397.02",4,0:00,304,10/24/2018,0:28:00
3409671310,U,OB,1,10,4153,290681,60,"43,415.88",1,21:00,304,11/11/2018,21:07:00
3409671366,U,IB,1,2,1286,122892,100,"43,419.46",5,11:00,304,11/15/2018,11:02:00
3424733273,U,OB,1,4,5600,261315,79,"43,408.96",1,23:00,326,11/4/2018,23:03:00
3457745962,U,OB,1,6,1895,R621808419,70,"43,406.04",6,1:00,345,11/2/2018,1:03:00
3457745971,U,OB,1,1,355,290281,64,"43,411.37",4,8:00,345,11/7/2018,8:46:00
3457745980,U,OB,1,1,182,530589,71,"43,420.37",6,8:00,345,11/16/2018,8:56:00
347669901X,U,OB,1,1,177,138217,64,"43,408.60",1,14:00,447,11/4/2018,14:23:00
3476699029,U,OB,1,1,95,137824,87,"43,413.64",6,15:00,447,11/9/2018,15:25:00
3558821387,U,OB,1,1,274,280611,76,"43,404.30",4,7:00,355,10/31/2018,7:18:00
3558821396,U,OB,1,1,1430,280611,76,"43,404.31",4,7:00,355,10/31/2018,7:20:00
3558834257,U,IB,1,1,178,123430,116,"43,396.48",3,11:00,355,10/23/2018,11:35:00
3621588676,U,OB,1,3,3160,128061,85,"43,410.95",3,22:00,315,11/6/2018,22:53:00
3621588777,U,IB,1,2,1125,211558,115,"43,412.79",5,19:00,315,11/8/2018,19:03:00
3621588804,U,IB,1,2,1425,211558,115,"43,412.72",5,17:00,315,11/8/2018,17:21:00
362158885X,U,IB,1,1,656,211558,115,"43,412.74",5,17:00,315,11/8/2018,17:40:00
3621589592,U,OB,1,1,338,125177,70,"43,419.54",5,13:00,315,11/15/2018,13:01:00
3621749624,U,IB,1,5,3903,261256,163,"43,398.20",5,4:00,315,10/25/2018,4:45:00
3621852813,U,OB,1,1,480,138679,62,"43,418.16",4,3:00,315,11/14/2018,3:52:00
3623003743,U,IB,1,2,100,261256,163,"43,398.11",5,2:00,315,10/25/2018,2:32:00
3629367683,U,IB,1,2,2748,127859,112,"43,411.59",4,14:00,315,11/7/2018,14:14:00
3629367692,U,OB,1,4,3656,558462,87,"43,418.44",4,10:00,315,11/14/2018,10:32:00
3812166625,U,OB,1,2,742,132937,87,"43,421.15",7,3:00,381,11/17/2018,3:35:00
3960442018,U,OB,1,1,185,122994,60,"43,420.40",6,9:00,396,11/16/2018,9:37:00
4055944171,U,OB,1,3,943,129766,68,"43,411.81",4,19:00,402,11/7/2018,19:30:00
4055944180,U,OB,1,2,450,137002,69,"43,405.75",5,17:00,402,11/1/2018,17:54:00
405594419X,U,OB,1,4,909,137002,69,"43,405.69",5,16:00,402,11/1/2018,16:31:00
4101399063,U,OB,1,1,100,136667,70,"43,401.01",1,0:00,511,10/28/2018,0:21:00
4118661382,U,OB,1,2,620,133532,69,"43,406.57",6,13:00,411,11/2/2018,13:36:00
4118661768,U,OB,1,2,225,132079,87,"43,420.38",6,9:00,411,11/16/2018,9:03:00
4118661831,U,OB,1,1,275,135815,68,"43,419.85",5,20:00,411,11/15/2018,20:28:00
4170585559,U,IB,1,7,4065,132398,128,"43,405.31",5,7:00,272,11/1/2018,7:22:00
4171364211,U,OB,1,1,358,559997,73,"43,399.10",6,2:00,555,10/26/2018,2:18:00
4171760707,U,IB,1,1,250,138928,162,"43,398.32",5,7:00,312,10/25/2018,7:39:00
4171760835,U,IB,1,1,80,128164,114,"43,400.29",7,7:00,312,10/27/2018,7:01:00
4171760844,U,IB,1,1,76,128164,114,"43,400.29",7,6:00,312,10/27/2018,6:53:00
4172225951,U,OB,1,2,1205,127359,89,"43,405.04",5,0:00,318,11/1/2018,0:52:00
417245235X,U,OB,1,1,80,137002,69,"43,405.63",5,15:00,401,11/1/2018,15:11:00
4172461095,U,OB,1,1,184,126651,72,"43,398.88",5,21:00,401,10/25/2018,21:13:00
4172842034,U,IB,1,2,1225,126907,161,"43,414.65",7,15:00,322,11/10/2018,15:35:00
4172842117,U,IB,1,3,1748,126907,161,"43,414.65",7,15:00,322,11/10/2018,15:39:00
4172961779,U,OB,1,8,2815,PAMT170056,79,"43,407.39",7,9:00,431,11/3/2018,9:28:00
4173820888,U,IB,1,1,310,131494,127,"43,407.10",7,2:00,245,11/3/2018,2:28:00
4173820897,U,IB,1,1,223,131494,127,"43,407.10",7,2:00,245,11/3/2018,2:23:00
4173820933,U,IB,1,2,1616,291151,155,"43,412.35",5,8:00,245,11/8/2018,8:22:00
4173820951,U,IB,1,1,250,136844,164,"43,414.35",7,8:00,245,11/10/2018,8:22:00
4176775744,U,OB,1,1,280,131686,71,"43,398.91",5,21:00,830,10/25/2018,21:47:00
4176775762,U,OB,1,1,100,132132,83,"43,413.02",6,0:00,830,11/9/2018,0:26:00
4177667918,U,OB,1,2,1685,530977,62,"43,416.27",2,6:00,,11/12/2018,6:28:00
427037236X,U,IB,1,5,3400,559246,129,"43,399.81",6,19:00,324,10/26/2018,19:24:00
4270372388,U,IB,1,6,3585,559938,118,"43,413.91",6,21:00,324,11/9/2018,21:45:00
4270372397,U,IB,1,1,95,559938,118,"43,413.92",6,21:00,324,11/9/2018,21:59:00
4270746451,U,OB,1,2,897,133101,85,"43,405.01",5,0:00,152,11/1/2018,0:21:00
4271677859,U,OB,1,1,300,137181,79,"43,419.60",5,14:00,508,11/15/2018,14:23:00
4271764429,U,OB,1,1,535,132055,62,"43,418.48",4,11:00,112,11/14/2018,11:37:00
4271766252,U,OB,1,2,1385,137151,60,"43,416.79",2,19:00,112,11/12/2018,19:01:00
4274610953,U,OB,1,1,290,132686,60,"43,417.30",3,7:00,853,11/13/2018,7:15:00
4275651874,U,OB,1,2,972,125177,44,"43,419.54",5,12:00,315,11/15/2018,12:57:00
4275651874,U,OB,1,2,972,125177,44,"43,419.54",5,12:00,315,11/15/2018,12:57:00
4275658272,U,IB,1,3,2398,132230,129,"43,399.40",6,9:00,315,10/26/2018,9:30:00
4275658281,U,IB,1,3,2200,124338,114,"43,408.52",1,12:00,315,11/4/2018,12:22:00
4275849425,U,IB,1,1,200,431207,127,"43,402.08",2,1:00,324,10/29/2018,1:56:00
4275849452,U,IB,1,1,146,558154,112,"43,395.91",2,21:00,324,10/22/2018,21:53:00
4275849461,U,IB,1,1,335,558154,112,"43,395.93",2,22:00,324,10/22/2018,22:21:00
4275849470,U,IB,1,3,2512,311896,102,"43,398.09",5,2:00,324,10/25/2018,2:16:00
427584948X,U,IB,1,1,300,311896,102,"43,398.09",5,2:00,324,10/25/2018,2:09:00
4275849499,U,IB,1,1,80,689334,158,"43,412.04",5,0:00,324,11/8/2018,0:58:00
4275849508,U,IB,1,1,112,251135,118,"43,420.15",6,3:00,324,11/16/2018,3:32:00
4275876797,U,OB,1,7,2765,820951,87,"43,403.82",3,19:00,324,10/30/2018,19:34:00
4275893113,U,IB,1,1,557,310830,158,"43,395.92",2,22:00,324,10/22/2018,22:00:00
4275893122,U,IB,1,2,655,310525,137,"43,413.08",6,1:00,324,11/9/2018,1:56:00
4275932062,U,OB,1,2,1051,559951,89,"43,414.21",7,4:00,324,11/10/2018,4:56:00
4275932071,U,IB,1,2,799,531059,116,"43,413.13",6,3:00,324,11/9/2018,3:05:00
4275932080,U,OB,1,2,706,559951,89,"43,414.18",7,4:00,324,11/10/2018,4:26:00
427593209X,U,OB,1,2,945,559951,89,"43,414.28",7,6:00,324,11/10/2018,6:39:00
4275932127,U,OB,1,1,128,559951,89,"43,414.18",7,4:00,324,11/10/2018,4:19:00
4275932136,U,OB,1,2,976,559951,89,"43,414.31",7,7:00,324,11/10/2018,7:20:00
4275932145,U,OB,1,6,3141,559951,89,"43,414.22",7,5:00,324,11/10/2018,5:19:00
4275932172,U,IB,1,1,344,531059,116,"43,413.12",6,2:00,324,11/9/2018,2:58:00
4275932181,U,IB,1,1,449,531059,116,"43,413.13",6,3:00,324,11/9/2018,3:11:00
4275932190,U,IB,1,1,31,531059,116,"43,413.06",6,1:00,324,11/9/2018,1:33:00
4275932219,U,OB,1,2,1032,559951,89,"43,414.32",7,7:00,324,11/10/2018,7:44:00
4275932228,U,OB,1,2,781,559951,89,"43,414.32",7,7:00,324,11/10/2018,7:41:00
4275932237,U,OB,1,5,2472,559951,89,"43,414.26",7,6:00,324,11/10/2018,6:16:00
4275932264,U,OB,1,2,836,559951,89,"43,414.18",7,4:00,324,11/10/2018,4:13:00
4275932273,U,OB,1,1,277,559951,89,"43,414.20",7,4:00,324,11/10/2018,4:46:00
4276544818,U,IB,1,1,174,249263,163,"43,415.97",1,23:00,819,11/11/2018,23:19:00
4277258745,U,IB,1,9,2193,128177,118,"43,399.61",6,14:00,857,10/26/2018,14:38:00
4277263118,U,IB,1,2,648,558451,137,"43,408.21",1,4:00,857,11/4/2018,4:56:00
4277263172,U,IB,1,4,1515,558451,137,"43,408.21",1,4:00,857,11/4/2018,4:56:00
4277263172,U,OB,1,4,1515,558451,56,"43,409.31",2,7:00,857,11/5/2018,7:23:00
4277263172,U,OB,1,4,1515,558451,56,"43,409.31",2,7:00,857,11/5/2018,7:23:00
4277884966,U,OB,1,1,694,136348,98,"43,410.98",3,23:00,841,11/6/2018,23:29:00
4277885011,U,OB,1,3,939,123935,72,"43,420.16",6,3:00,841,11/16/2018,3:51:00
4277918635,U,OB,1,3,1983,131914,81,"43,405.33",5,7:00,841,11/1/2018,7:50:00
4278887836,U,OB,1,2,185,119103,76,"43,403.98",3,23:00,318,10/30/2018,23:33:00
4278888029,U,OB,1,3,495,132493,7,"43,416.29",2,7:00,318,11/12/2018,7:03:00
4278888029,U,OB,1,3,495,132493,62,"43,414.22",7,5:00,318,11/10/2018,5:18:00
427888812X,U,OB,1,2,527,140222,64,"43,417.96",3,23:00,318,11/13/2018,23:06:00
4278888184,U,IB,1,2,237,128817,137,"43,416.12",2,2:00,318,11/12/2018,2:55:00
4278888312,U,IB,1,2,313,135275,112,"43,421.47",7,11:00,318,11/17/2018,11:18:00
4278888359,U,IB,1,4,232,137327,163,"43,420.53",6,12:00,318,11/16/2018,12:37:00
427929325X,U,OB,1,1,195,OWEL53405,79,"43,420.19",6,4:00,326,11/16/2018,4:40:00
4279293332,U,IB,1,3,2500,OWEL2001,100,"43,408.66",1,15:00,326,11/4/2018,15:56:00
4279356454,U,OB,1,1,180,137458,81,"43,420.02",6,0:00,326,11/16/2018,0:24:00
4279509877,U,IB,1,1,106,PAMT151312,129,"43,415.53",1,12:00,326,11/11/2018,12:45:00
4280171629,U,IB,1,8,10520,431166,127,"43,407.42",7,10:00,218,11/3/2018,10:00:00
4280472340,U,OB,1,2,1790,134601,71,"43,419.04",5,0:00,218,11/15/2018,0:57:00
4282869168,U,OB,1,1,178,129785,66,"43,420.99",6,23:00,218,11/16/2018,23:45:00
4283005788,U,IB,1,1,400,134844,100,"43,395.65",2,15:00,318,10/22/2018,15:33:00
4283006136,U,OB,1,1,485,121623,98,"43,403.93",3,22:00,318,10/30/2018,22:14:00
4283006154,U,OB,1,2,705,119103,76,"43,403.99",3,23:00,318,10/30/2018,23:39:00
428300631X,U,OB,1,1,215,127359,89,"43,404.98",4,23:00,318,10/31/2018,23:38:00
4283006677,U,CTY,1,1,777,126219,176,"43,407.19",7,4:00,318,11/3/2018,4:39:00
4283006778,U,IB,1,2,1305,139935,102,"43,412.23",5,5:00,318,11/8/2018,5:31:00
4283007584,U,IB,1,1,477,128817,137,"43,416.05",2,1:00,318,11/12/2018,1:19:00
4283007887,U,IB,1,1,270,137327,163,"43,420.46",6,10:00,318,11/16/2018,10:58:00
4283086436,U,IB,1,1,699,89618,132,"43,395.81",2,19:00,324,10/22/2018,19:33:00
428308661X,U,OB,1,1,740,89618,21,"43,416.80",2,19:00,324,11/12/2018,19:15:00
4283086629,U,OB,1,1,730,82535,21,"43,405.79",5,19:00,324,11/1/2018,19:03:00
4283086638,U,OB,1,1,696,82535,21,"43,402.78",2,18:00,324,10/29/2018,18:42:00
428310014X,U,IB,1,1,68,531015,166,"43,421.36",7,8:00,356,11/17/2018,8:45:00
4283100168,U,IB,1,2,336,531015,166,"43,421.36",7,8:00,356,11/17/2018,8:35:00
4283100222,U,OB,1,2,405,134480,79,"43,421.40",7,9:00,356,11/17/2018,9:32:00
4283102092,U,IB,1,2,605,125608,127,"43,399.46",6,11:00,356,10/26/2018,11:03:00
4283102110,U,IB,1,1,244,R621537665,118,"43,403.26",3,6:00,356,10/30/2018,6:20:00
428310212X,U,IB,1,1,170,133670,126,"43,410.48",3,11:00,356,11/6/2018,11:25:00
4283102139,U,IB,1,1,365,135763,161,"43,418.72",4,17:00,356,11/14/2018,17:23:00
4284035516,U,OB,1,1,560,136488,77,"43,395.18",2,4:00,726,10/22/2018,4:25:00
4284035718,U,OB,1,1,406,130793,64,"43,400.11",7,2:00,726,10/27/2018,2:44:00
4284979985,U,OB,1,1,406,122351,85,"43,417.53",3,12:00,808,11/13/2018,12:46:00
4288870254,U,IB,1,1,1590,133715,100,"43,411.63",4,15:00,158,11/7/2018,15:09:00
4289434911,U,OB,1,1,159,131879,71,"43,394.48",1,11:00,626,10/21/2018,11:34:00
4289435086,U,IB,1,1,340,431009,120,"43,395.75",2,18:00,626,10/22/2018,18:04:00
4289435351,U,OB,1,1,146,261353,70,"43,399.86",6,20:00,626,10/26/2018,20:35:00
4289435360,U,OB,1,2,1010,137251,30,"43,398.60",5,14:00,626,10/25/2018,14:30:00
4289435360,U,OB,1,2,1010,137251,30,"43,398.60",5,14:00,626,10/25/2018,14:30:00
4289435553,U,OB,1,1,90,R621975602,75,"43,398.15",5,3:00,626,10/25/2018,3:40:00
4289435984,U,OB,1,1,105,R621502484,64,"43,401.75",1,17:00,626,10/28/2018,17:55:00
4289436103,U,OB,1,1,171,202157,83,"43,404.97",4,23:00,626,10/31/2018,23:18:00
4289436177,U,OB,1,3,6485,136453,75,"43,403.85",3,20:00,626,10/30/2018,20:23:00
4289436709,U,OB,1,1,149,130961,92,"43,411.26",4,6:00,626,11/7/2018,6:14:00
4289436709,U,OB,1,1,149,130961,66,"43,411.23",4,5:00,626,11/7/2018,5:35:00
4289437057,U,OB,1,1,75,118534,79,"43,413.21",6,5:00,626,11/9/2018,5:08:00
4289437441,U,OB,1,1,112,251213,62,"43,419.11",5,2:00,626,11/15/2018,2:35:00
428943757X,U,OB,1,1,420,130449,73,"43,419.90",5,21:00,626,11/15/2018,21:29:00
4289437589,U,OB,1,1,220,128666,77,"43,419.01",5,0:00,626,11/15/2018,0:20:00
4289437634,U,OB,1,1,93,130449,73,"43,419.89",5,21:00,626,11/15/2018,21:15:00
4318023620,U,OB,1,1,139,PAMT161359,79,"43,405.44",5,10:00,431,11/1/2018,10:37:00
4318390690,U,IB,1,2,452,PASC431772,122,"43,394.73",1,17:00,431,10/21/2018,17:33:00
4318390728,U,OB,1,19,3295,PASC634725,77,"43,397.15",4,3:00,431,10/24/2018,3:42:00
4318390764,U,OB,1,2,349,131544,85,"43,402.03",2,0:00,431,10/29/2018,0:40:00
4318390773,U,OB,1,7,1015,131544,85,"43,402.03",2,0:00,431,10/29/2018,0:37:00
4318390773,U,OB,1,7,1015,131544,33,"43,403.70",3,16:00,431,10/30/2018,16:52:00
4319329843,U,IB,1,12,2785,PASC431772,122,"43,394.72",1,17:00,431,10/21/2018,17:13:00
4319720976,U,OB,1,1,554,132577,41,"43,395.21",2,4:00,875,10/22/2018,4:56:00
4319720976,U,OB,1,1,554,132577,90,"43,395.20",2,4:00,875,10/22/2018,4:55:00
4319721012,U,OB,1,8,4415,249346,81,"43,396.12",3,2:00,875,10/23/2018,2:50:00
4319721169,U,OB,1,1,470,128327,75,"43,403.55",3,13:00,875,10/30/2018,13:17:00
4319721360,U,OB,1,1,347,131501,62,"43,416.96",2,23:00,875,11/12/2018,23:08:00
4322158036,U,OB,1,4,2060,134743,64,"43,411.17",4,4:00,432,11/7/2018,4:07:00
4336332206,U,OB,1,1,693,139881,68,"43,395.65",2,15:00,433,10/22/2018,15:33:00
4337577222,U,OB,1,3,2060,530551,74,"43,394.56",1,13:00,433,10/21/2018,13:20:00
4337577269,U,OB,1,4,2505,135747,64,"43,410.03",3,0:00,433,11/6/2018,0:36:00
4461241213,U,IB,1,3,6355,OWEL53268,100,"43,399.54",6,12:00,809,10/26/2018,12:51:00
4461241240,U,OB,1,1,505,135267,78,"43,411.18",4,4:00,809,11/7/2018,4:13:00
4461418506,U,OB,1,5,2550,132642,69,"43,412.98",5,23:00,348,11/8/2018,23:38:00
4462622400,U,OB,1,1,319,123702,76,"43,414.83",7,19:00,155,11/10/2018,19:51:00
4462853209,U,OB,1,1,126,122994,60,"43,420.46",6,11:00,318,11/16/2018,11:09:00
4462864584,U,IB,1,7,13485,558451,158,"43,418.86",4,20:00,324,11/14/2018,20:40:00
4462864593,U,IB,1,1,1130,531253,116,"43,420.88",6,21:00,324,11/16/2018,21:14:00
4462928577,U,CTY,1,2,553,124076,173,"43,420.20",6,4:00,324,11/16/2018,4:51:00
4463491135,U,CTY,1,5,1360,123259,169,"43,420.00",6,0:00,347,11/16/2018,0:00:00
4463491153,U,OB,1,4,1985,124276,53,"43,412.86",5,20:00,347,11/8/2018,20:34:00
4463491162,U,OB,1,6,1750,252067,73,"43,409.66",2,15:00,347,11/5/2018,15:49:00
4463491180,U,OB,1,2,635,123731,60,"43,398.04",5,1:00,347,10/25/2018,1:01:00
446349119X,U,OB,1,2,690,531059,71,"43,396.31",3,7:00,347,10/23/2018,7:33:00
4463994284,U,OB,1,11,3575,126583,12,"43,418.02",4,0:00,268,11/14/2018,0:27:00
4464026330,U,OB,1,1,171,137469,68,"43,415.47",1,11:00,240,11/11/2018,11:10:00
4469904016,U,IB,1,1,150,119931,129,"43,399.15",6,3:00,432,10/26/2018,3:32:00
4469904328,U,OB,1,1,775,138990,71,"43,418.70",4,16:00,432,11/14/2018,16:42:00
4491242497,U,OB,1,2,1135,136849,62,"43,413.81",6,19:00,154,11/9/2018,19:22:00
4491242506,U,OB,1,2,855,129707,70,"43,407.81",7,19:00,154,11/3/2018,19:30:00
4491288257,U,OB,1,1,170,132501,81,"43,398.77",5,18:00,154,10/25/2018,18:31:00
4491288513,U,IB,1,1,855,133632,100,"43,399.73",6,17:00,154,10/26/2018,17:32:00
4492477851,U,IB,1,1,675,134865,157,"43,403.40",3,9:00,245,10/30/2018,9:30:00
449247787X,U,OB,1,2,2650,133018,64,"43,412.87",5,20:00,245,11/8/2018,20:51:00
4492869507,U,OB,1,1,240,281160,64,"43,399.08",6,2:00,521,10/26/2018,2:00:00
4493591639,U,IB,1,2,875,132168,113,"43,399.48",6,11:00,531,10/26/2018,11:24:00
4493592362,U,OB,1,1,328,129854,81,"43,406.98",6,23:00,531,11/2/2018,23:25:00
449359294X,U,IB,1,1,615,131349,159,"43,411.18",4,4:00,531,11/7/2018,4:15:00
4493593215,U,IB,1,1,279,125048,126,"43,415.82",1,19:00,531,11/11/2018,19:37:00
4493593563,U,IB,1,1,695,133204,115,"43,419.61",5,14:00,531,11/15/2018,14:35:00
4493601171,U,IB,1,11,7774,558655,130,"43,397.98",4,23:00,324,10/24/2018,23:29:00
4493601180,U,IB,1,6,4519,820951,115,"43,404.86",4,20:00,324,10/31/2018,20:40:00
4493601209,U,IB,1,2,1682,820951,115,"43,404.86",4,20:00,324,10/31/2018,20:36:00
4493601218,U,IB,1,2,1340,821347,157,"43,412.94",5,22:00,324,11/8/2018,22:28:00
4493601227,U,IB,1,1,530,821347,157,"43,412.94",5,22:00,324,11/8/2018,22:27:00
4493601245,U,IB,1,2,570,821346,118,"43,421.03",7,0:00,324,11/17/2018,0:50:00
4493601254,U,IB,1,2,1309,821346,118,"43,421.04",7,0:00,324,11/17/2018,0:54:00
4493601263,U,IB,1,6,2032,821346,118,"43,421.04",7,1:00,324,11/17/2018,1:04:00
4494163006,U,IB,1,8,11333,820953,162,"43,419.02",5,0:00,324,11/15/2018,0:32:00
4494683315,U,IB,1,2,3656,132378,153,"43,411.73",4,17:00,355,11/7/2018,17:27:00
4494724428,U,OB,1,1,350,280611,76,"43,404.33",4,7:00,355,10/31/2018,7:53:00
4494724428,U,IB,1,1,350,280611,151,"43,404.81",4,19:00,355,10/31/2018,19:33:00
4494733109,U,IB,1,5,1500,131983,114,"43,420.73",6,17:00,355,11/16/2018,17:24:00
4495358917,U,IB,1,2,2480,134462,102,"43,419.40",5,9:00,309,11/15/2018,9:35:00
4495805012,U,OB,1,4,1730,R621563342,71,"43,412.19",5,4:00,178,11/8/2018,4:34:00
4496273219,U,OB,1,4,1295,PAMT151312,66,"43,403.00",2,23:00,326,10/29/2018,23:53:00
4497110153,U,IB,1,2,531,126450,155,"43,397.77",4,18:00,324,10/24/2018,18:33:00
4497110162,U,IB,1,2,630,821070,130,"43,404.91",4,21:00,324,10/31/2018,21:54:00
4497110171,U,OB,1,3,2241,820953,87,"43,406.85",6,20:00,324,11/2/2018,20:29:00
4497110180,U,OB,1,4,757,820949,64,"43,413.90",6,21:00,324,11/9/2018,21:33:00
4497280956,U,IB,1,4,3812,560958,100,"43,401.43",1,10:00,569,10/28/2018,10:12:00
4497280965,U,OB,1,5,5489,118672,79,"43,401.61",1,14:00,367,10/28/2018,14:43:00
4497280965,U,OB,1,5,5489,118672,20,"43,406.52",6,12:00,367,11/2/2018,12:23:00
4497280974,U,OB,1,6,5530,128766,76,"43,405.09",5,2:00,367,11/1/2018,2:07:00
4497748602,U,OB,1,1,150,126132,85,"43,412.73",5,17:00,309,11/8/2018,17:28:00
4499576353,U,OB,1,2,819,130559,87,"43,406.52",6,12:00,580,11/2/2018,12:34:00
4499576537,U,OB,1,1,325,132647,83,"43,410.02",3,0:00,580,11/6/2018,0:32:00
4531459471,U,IB,1,4,7200,290718,100,"43,403.36",3,8:00,851,10/30/2018,8:45:00
4533274069,U,OB,1,2,1336,290013,71,"43,398.80",5,19:00,152,10/25/2018,19:05:00
4533442607,U,OB,1,1,265,131798,62,"43,416.53",2,12:00,479,11/12/2018,12:50:00
